AFL,ALB,AOS,APD,ATO,BF-B,BRO,CHRW,CINF,CL,CLX,CVX,DOV,ESS,EXPD,FRT,GWW,HRL,IBM,ITW,JNJ,KMB,KO,LOW,MKC,MMM,NUE,NVDA,O,PNR,PPG,ROP,SPGI,SWK,SYY,TGT,TROW,WMT,WST,XOM
0.004821678056499915,0.00545774731908794,0.004125805290311823,0.003282186456887542,0.005061750302172169,0.004088571943340179,0.003947115920378968,0.0038221532696464957,0.005150701376237726,0.002655225754670585,0.0017018457517834881,0.005910554685185995,0.0038409672093024107,0.004091534939162205,0.0032434247450902217,0.0045720268292923595,0.004025414502155197,0.004829565557528913,0.004153112829898994,0.003911954067155481,0.0043814179130346395,0.0030319801462057533,0.004433571297017805,0.0027022841861486535,0.004352795304384609,0.0034895551480271943,0.008403560308100268,0.0069845251100008445,0.00446638990052925,0.004054529079086065,0.0032387021802057782,0.00403788660418401,0.004083129827185117,0.0026186850018686553,0.004086551496059175,0.004213218498238447,0.004066134775182629,0.004452277030009507,0.005049288110553854,0.005098432229203838
0.00545774731908794,0.017578573757319065,0.0103098034711902,0.006605280669486893,0.004529596022976151,0.006280622061768301,0.005873309066225566,0.0032153586543743648,0.006362586493926211,0.0032350243165834764,0.004042977944165045,0.003901313107073485,0.00869353422181873,0.007055032371959008,0.00756829081435384,0.007565198541907498,0.005943096161962652,0.0038681587044198072,0.002973549190770914,0.007040686863386513,0.00582875881931797,0.005455381048358883,0.0057045181947089,0.006474454119973449,0.00404833323842249,0.006381258539863058,0.011246183718372329,0.019453336127426897,0.007249216821734764,0.010949062035267862,0.005298290502177995,0.0073795940442258085,0.009274819377533185,0.005341585170961504,0.003946208129694626,0.009177935567038885,0.011776776954322008,0.007396113024020508,0.011794286683873794,0.002879650313551865
0.004125805290311823,0.0103098034711902,0.010856895464269694,0.006775349080122269,0.004954695378808743,0.00599601908565924,0.004504759662973005,0.005101001065690903,0.004137373445289208,0.004111777749284154,0.005086989079506906,0.004230011032590545,0.006307581622090072,0.005839163633809219,0.007500425821795772,0.006618230265736241,0.007577248007301055,0.005370403305399162,0.0023954017454040607,0.006763611686645835,0.004726585505025364,0.0047158486138294325,0.004808723808346572,0.006404535394994013,0.005002284383310285,0.005374870790933176,0.007835503677447835,0.01689335310550461,0.005603573304131789,0.006950034480995066,0.005512371899921555,0.005779014305378665,0.006966005085718903,0.005490933010067654,0.0014662056582400778,0.00654362444422031,0.008270958863700337,0.005198847784135453,0.007275394882499531,0.0023040580028266294
0.003282186456887542,0.006605280669486893,0.006775349080122269,0.006316359186534661,0.004098282388047741,0.004935253080019907,0.004360330938771323,0.005579129597304332,0.003885143507112916,0.003543503528657608,0.004156071036309415,0.004581457862948681,0.004455015573560058,0.005759440649902101,0.006074618173453666,0.0061907385081101905,0.005637189228596876,0.004721287877212954,0.0031874005761867415,0.0051001243561176485,0.003457636592082924,0.0036157124720610717,0.003863041925213697,0.005212651917048238,0.0033911297939517456,0.004422711945551193,0.0057483053698705044,0.012689223466885783,0.00503423060263893,0.005191802322520885,0.004783227646779393,0.005022039555872545,0.0059493511200302916,0.004282227912182871,0.0019168340163166115,0.006096675044079808,0.006671043519554731,0.004297795195946934,0.005167601926038355,0.0032932231194811447
0.005061750302172169,0.004529596022976151,0.004954695378808743,0.004098282388047741,0.0074304352060864855,0.005170346122843468,0.0047981888187874164,0.006907665229002554,0.005965227892081778,0.0036403775361826787,0.0030584089725888353,0.00834659227800268,0.0042850660433904056,0.006171049194964988,0.004289364510448367,0.005491379639814845,0.005572992342436944,0.007025210316226949,0.004873656496040696,0.004658040515337979,0.005756690790787978,0.0039013198395274687,0.005506437513434457,0.00424974944392453,0.005739973949992479,0.0042755228986144315,0.009910883486261946,0.008970153919953592,0.005686958156853583,0.00412111880634942,0.002904160644524177,0.005835428664925473,0.005684202343910821,0.003268913615176877,0.004296085385645514,0.00615308416209277,0.005018612481400692,0.005978387444184253,0.005983495827146931,0.0054917909519590835
0.004088571943340179,0.006280622061768301,0.00599601908565924,0.004935253080019907,0.005170346122843468,0.006225009195709249,0.0049391546133145045,0.005177264963877449,0.005624510027753334,0.0034503245136204793,0.0030441856218372866,0.0063601991120804105,0.004127478234498079,0.005976944913195549,0.005879521874086566,0.00608612589982257,0.005942716578629214,0.005164277655869154,0.003841049901018395,0.004823995521876249,0.004678065652909407,0.0037380741742484474,0.004697564364191972,0.005000656513628017,0.005027603777937318,0.004097166416588825,0.009069510187589844,0.011940619511679434,0.005029158030767389,0.004985802132661654,0.0037779028528896266,0.005812916637038267,0.006125955694190818,0.00383966328984793,0.0034587789101933326,0.005988312531425634,0.006360840335744508,0.005115455720907421,0.00674799474473201,0.004515379432362268
0.003947115920378968,0.005873309066225566,0.004504759662973005,0.004360330938771323,0.0047981888187874164,0.0049391546133145045,0.005017892928428341,0.005085529519661868,0.005001371967445618,0.002930942240055885,0.002527760026417017,0.005895396285894668,0.003924926919501305,0.005462885589492009,0.004539271614969933,0.005446708446959088,0.004604871864799241,0.004854044849542688,0.00399723858879162,0.004262651447624913,0.004463746019942618,0.0035634621472715082,0.004197336977907264,0.004434208237202844,0.0043070316266720175,0.0036683575434231113,0.00805517450854405,0.009104014172996708,0.004725785260349763,0.004821800832827998,0.0034144909437268775,0.0051217487758485015,0.005802024257735489,0.0030367166425443013,0.0036895573138537724,0.005180669340760066,0.005570700463991843,0.00477282477778508,0.006379342856026037,0.003973080745721672
0.0038221532696464957,0.0032153586543743648,0.005101001065690903,0.005579129597304332,0.006907665229002554,0.005177264963877449,0.005085529519661868,0.010752560164008915,0.005269362284856907,0.0037272564979364377,0.004838873622637585,0.00938107958629901,0.004132276347084392,0.007654532572899155,0.005151207185277822,0.006770786476384449,0.0062119568198433315,0.007764555348699152,0.004642510848962991,0.005019711084688896,0.005417910036561564,0.004277537802876587,0.00478786717389974,0.005255144145206949,0.004994944695209854,0.004288358910823567,0.007944653069020464,0.008991188025249784,0.005495562731453598,0.00424803858584517,0.0022465248394168305,0.005483094280122118,0.006666771362314866,0.003515238534909726,0.003466058625149057,0.006288844715140124,0.006299399624141124,0.006106095294221263,0.005053879883957848,0.004672890079799348
0.005150701376237726,0.006362586493926211,0.004137373445289208,0.003885143507112916,0.005965227892081778,0.005624510027753334,0.005001371967445618,0.005269362284856907,0.007288966208345298,0.002823778215813859,0.0016240480564953975,0.008405707064913368,0.004208450339338169,0.005943238943913832,0.004405441359873944,0.00570897430553561,0.00537003806599217,0.005765202942196015,0.004639978962264076,0.004287007408832652,0.005525434113206544,0.00313611049737435,0.005108091123618124,0.0031754345855877137,0.0045261138542804025,0.0040787899268233405,0.011468457001156973,0.00887436177811672,0.005285224041203444,0.005017628284758961,0.002850537692346319,0.005841142275714659,0.005546386966652426,0.0029301317911227306,0.004904097673463344,0.006527874026651101,0.006079580812295587,0.0059324220764391065,0.006650306934379701,0.006579269455562752
0.002655225754670585,0.0032350243165834764,0.004111777749284154,0.003543503528657608,0.0036403775361826787,0.0034503245136204793,0.002930942240055885,0.0037272564979364377,0.002823778215813859,0.0028911919091862454,0.0029691865986900723,0.0034277836612852733,0.0028280613581866056,0.004109795120462,0.004014150572936328,0.0042073102885248955,0.003617464987631012,0.004052661235427039,0.0029920290550183633,0.0033213107201423174,0.002936594398085292,0.0030042885636964527,0.0033116265841355765,0.003111268972020772,0.0036756424738795925,0.0029363579312931248,0.004039918632822732,0.007833371906706214,0.003526839721250212,0.0028823910433557125,0.0029168033846204418,0.003641013086979717,0.003893518556682659,0.0027727704805642524,0.0017310563059946354,0.003807947178938427,0.0037493855527389536,0.002974374110899955,0.0037708918705064262,0.002674706735470561
0.0017018457517834881,0.004042977944165045,0.005086989079506906,0.004156071036309415,0.0030584089725888353,0.0030441856218372866,0.002527760026417017,0.004838873622637585,0.0016240480564953975,0.0029691865986900723,0.004585403827956957,0.0026247728549557586,0.003248147921563489,0.004861771353647207,0.0045303339894328595,0.0046399332055344165,0.003447539083940475,0.003917327164991946,0.0020951778200254847,0.003578098030499073,0.0025361787813079056,0.0036858708779696895,0.003036927373505596,0.003905122486880193,0.0033115778926387667,0.0030221825405838967,0.001480963519218087,0.009637265133432927,0.003560176277779733,0.003279553015778096,0.00221818685698235,0.0034682953923748797,0.0045655974587986035,0.0030651655308998773,0.0008049593956819281,0.004010016260775639,0.004757113798180882,0.0030157679846719615,0.003582588912021661,0.0012658346350216127
0.005910554685185995,0.003901313107073485,0.004230011032590545,0.004581457862948681,0.00834659227800268,0.0063601991120804105,0.005895396285894668,0.00938107958629901,0.008405707064913368,0.0034277836612852733,0.0026247728549557586,0.0137749196608636,0.003462166432758784,0.007522508563881835,0.0034516481464210544,0.006435987936538853,0.006998578726448923,0.008785739279491873,0.005066646638131959,0.004756022295917777,0.006612329433468247,0.003556538676528721,0.006150403927387759,0.003905149459734859,0.00587987233350569,0.0038782519548965955,0.011380329769715229,0.008196489877060373,0.0059536644082857975,0.003188263877351919,0.001573441551763993,0.006201659715670829,0.005432766460097644,0.0026399379704980775,0.006274757933111628,0.00643348877358666,0.004980892978345536,0.0069970283581024416,0.004439971830298334,0.00989352576493019
0.0038409672093024107,0.00869353422181873,0.006307581622090072,0.004455015573560058,0.0042850660433904056,0.004127478234498079,0.003924926919501305,0.004132276347084392,0.004208450339338169,0.0028280613581866056,0.003248147921563489,0.003462166432758784,0.0055066244400092225,0.005091747957227476,0.005268290552629367,0.0053410674179813255,0.004389343859379881,0.004112047412577939,0.003263444216758992,0.004787812986440665,0.004376945709036616,0.0038670567207480786,0.0041154958475316614,0.0041468584868058645,0.003636102230772359,0.004476507669679531,0.0079235919016456,0.01106640035512277,0.004963363750821714,0.006481127311561289,0.003726720236885872,0.004917694869418967,0.006123631521970818,0.0037104124330836485,0.0024824415430197396,0.0060019242402543195,0.0071019703194690935,0.004994193667057332,0.0073264732162131516,0.0019982522333901434
0.004091534939162205,0.007055032371959008,0.005839163633809219,0.005759440649902101,0.006171049194964988,0.005976944913195549,0.005462885589492009,0.007654532572899155,0.005943238943913832,0.004109795120462,0.004861771353647207,0.007522508563881835,0.005091747957227476,0.008451344806134364,0.006535168105038088,0.007457540797142725,0.005758672596002831,0.00673328381476791,0.004645047954991265,0.005237771441038511,0.005562306400293923,0.00505710351760879,0.005574005418491938,0.005393223672136391,0.005213627909426989,0.004928533570999046,0.00801855845715227,0.013522641783398046,0.006342632809068665,0.005879394681377769,0.002983971228360606,0.007081941406577499,0.007825739157589575,0.0041048760487034245,0.003752417607448323,0.00811056861659845,0.008172367081498771,0.006417667304093937,0.007583056179046349,0.004869385697017056
0.0032434247450902217,0.00756829081435384,0.007500425821795772,0.006074618173453666,0.004289364510448367,0.005879521874086566,0.004539271614969933,0.005151207185277822,0.004405441359873944,0.004014150572936328,0.0045303339894328595,0.0034516481464210544,0.005268290552629367,0.006535168105038088,0.007889972923485837,0.006870438562262887,0.00611209617877983,0.004816541780632795,0.0037324767683026418,0.005484325885061323,0.0043229513024130185,0.00439859583214179,0.004355602975654708,0.005450961407137292,0.004466111345805603,0.005033847966011029,0.0077124967079537695,0.014534488415764088,0.005266772991748469,0.0065295836906579365,0.004973672229703398,0.006178604883483402,0.007283683250541356,0.004940888507766912,0.001551309508254442,0.0071905452440259214,0.008361056130699129,0.004837489444030059,0.007895577089079302,0.0019626084461202686
0.0045720268292923595,0.007565198541907498,0.006618230265736241,0.0061907385081101905,0.005491379639814845,0.00608612589982257,0.005446708446959088,0.006770786476384449,0.00570897430553561,0.0042073102885248955,0.0046399332055344165,0.006435987936538853,0.0053410674179813255,0.007457540797142725,0.006870438562262887,0.007704956673958352,0.005926646114567125,0.006254619615920567,0.004949435558421522,0.005692294448860773,0.0051607901506351165,0.004990189804486074,0.005400448234637091,0.005250544698966778,0.005309823950647391,0.0050787652394587495,0.008202851826891728,0.013368003042331716,0.006082944159320445,0.006273072290545284,0.004426530857608596,0.0062377671445104305,0.007335809149927688,0.004507560646802661,0.003681235067274384,0.007030399134752552,0.007919545234182469,0.005767965371079888,0.0074253531156421495,0.0047828493805309935
0.004025414502155197,0.005943096161962652,0.007577248007301055,0.005637189228596876,0.005572992342436944,0.005942716578629214,0.004604871864799241,0.0062119568198433315,0.00537003806599217,0.003617464987631012,0.003447539083940475,0.006998578726448923,0.004389343859379881,0.005758672596002831,0.00611209617877983,0.005926646114567125,0.007467388642005767,0.006153982771453514,0.0031937167271103586,0.005445556230466826,0.004883748747932746,0.0033862124450375532,0.004464883391275107,0.004870453674703214,0.004652368575559283,0.004426121178378466,0.00924388076290203,0.012054517266174292,0.004874915718801983,0.004837737045552194,0.004249384357394217,0.005622805318958412,0.005766114227480223,0.004239976831418222,0.002269206487807828,0.006178304932241233,0.006472387286925545,0.005008053497173677,0.005620586043988868,0.004368910613018116
0.004829565557528913,0.0038681587044198072,0.005370403305399162,0.004721287877212954,0.007025210316226949,0.005164277655869154,0.004854044849542688,0.007764555348699152,0.005765202942196015,0.004052661235427039,0.003917327164991946,0.008785739279491873,0.004112047412577939,0.00673328381476791,0.004816541780632795,0.006254619615920567,0.006153982771453514,0.00790463282461603,0.004951085376374466,0.0049623070584740294,0.005756720166363352,0.004316197255329444,0.0055011241334436065,0.0038665523032466757,0.005916235626234107,0.004259780946762968,0.008336518417195625,0.009045795541477145,0.005441188642242459,0.003823416365345053,0.0029872106323191347,0.005606437942337667,0.0056248195919997,0.003429512501512728,0.003801981256419274,0.005818597692156977,0.005248086420596142,0.005534264371475845,0.00513490022143711,0.006007631522019677
0.004153112829898994,0.002973549190770914,0.0023954017454040607,0.0031874005761867415,0.004873656496040696,0.003841049901018395,0.00399723858879162,0.004642510848962991,0.004639978962264076,0.0029920290550183633,0.0020951778200254847,0.005066646638131959,0.003263444216758992,0.004645047954991265,0.0037324767683026418,0.004949435558421522,0.0031937167271103586,0.004951085376374466,0.005258311009916881,0.0033782000307318247,0.004107217340559611,0.003261693821513738,0.004173158534891441,0.002529735266756156,0.00446171700556294,0.003391721672129916,0.00739946753388562,0.005425624993720218,0.004303213668339721,0.0036312219357966884,0.0032371627096517636,0.004100828337375609,0.0044426692439515445,0.002517784041231327,0.003761594616916683,0.004237928394250696,0.0038939259093416765,0.004034554915901478,0.005220999810590687,0.004240673436111934
